CIUDAD;VENDEDOR;FACTURA ;FECHA;CLIENTE ;VALOR SIN IVA;VALOR CON IVA;CREDITO;VENCIMIENTO;FECHA PAGO;RADICACION;LINEA; ESTADO DE LA COMISION;;
MEDELLIN;JGG;6205;24-nov.-20;ITALCOL DE OCCIDENTE S.A.;350.000;416.500;30;26-dic-20;23-dic.-20;26-nov-20;VIKING;PAGADA DICIEMBRE;;
BOGOTA;RGC;6206;26-nov.-20;CASA LUKER S.A.;3.413.200;4.061.708;30;28-dic-20;8-ene.-21;28-nov-20;VIKING;PAGADA ENERO;;
MEDELLIN ;JGG;6207;26-nov.-20;C.I. UNION DE BANANEROS DE URABA S.A. UNIBAN;15.734.600;18.724.174;30;28-dic-20;8-ene.-21;28-nov-20;OTROS;PAGADA ENERO;;
MEDELLIN;JGG;6208;26-nov.-20;CONTEGRAL S.A.S.;1.430.000;1.701.700;30;28-dic-20;21-dic.-20;28-nov-20;OTROS;PAGADA DICIEMBRE;;
BOGOTA;RGC;6209;27-nov.-20;SUMINISTROS DE COLOMBIA S.A.S.;6.655.994;7.920.633;60;28-ene-21;26-ene.-21;29-nov-20;SANDPIPER;PAGADA ENERO;;
MEDELLIN;JGG;6210;27-nov.-20;C.I. UNION DE BANANEROS DE URABA S.A. UNIBAN;7.373.000;8.773.870;30;29-dic-20;8-ene.-21;29-nov-20;HIDROMAC;PAGADA ENERO;;
BOGOTA;RGC;6211;30-nov.-20;C&P CONSTRUCCIONES Y PROYECTOS LTDA.;1.244.000;1.480.360;0;2-dic-20;20-nov.-20;2-dic-20;SANDPIPER;PAGADA DICIEMBRE;;
BOGOTA;JFA;6212;1-dic.-20;INDUSTRIAS SPRING S A S;3.048.145;3.627.293;30;2-ene-21;14-ene.-21;3-dic-20;VIKING;PAGADA ENERO;;
MEDELLIN;JGG;6213;1-dic.-20;CIA COLOMBIANA DE CERAMICA S.A.S.;833.808;992.232;60;1-feb-21;25-feb.-21;3-dic-20;SANDPIPER;PAGADA FEBRERO;;
CALI;NVJ;6214;1-dic.-20;INGENIO RISARALDA S.A.;6.531.840;7.772.890;90;3-mar-21;17-mar.-21;3-dic-20;SANDPIPER;PAGADA MARZO;;
CALI;NVJ;6215;1-dic.-20;MAYAGUEZ S.A.;755.040;898.498;30;2-ene-21;17-feb.-21;3-dic-20;SANDPIPER;PAGADA FEBRERO;;
CALI;NVJ;6216;1-dic.-20;FERRONEUMATICA LTDA.;1.967.680;2.341.539;30;2-ene-21;9-abr.-21;3-dic-20;SANDPIPER;PAGADA ABRIL;;
CALI;NVJ;6217;1-dic.-20;INGENIO DEL CAUCA S.A.S.;5.111.002;6.082.092;60;1-feb-21;28-ene.-21;3-dic-20;VIKING;PAGADA ENERO;;
;;6218;;ANULADA;;;;;;;;;;
;;6219;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;6220;1-dic.-20;CIA COLOMBIANA DE CERAMICA S.A.S.;748.228;890.391;60;1-feb-21;3-mar.-21;3-dic-20;SANDPIPER;PAGADA MARZO;;
MEDELLIN;JGG;6221;1-dic.-20;CIA COLOMBIANA DE CERAMICA S.A.S.;2.531.008;3.011.900;60;1-feb-21;26-ene.-21;3-dic-20;SANDPIPER;PAGADA ENERO;;
MEDELLIN;JGG;6222;1-dic.-20;ITALCOL S.A.;768.000;913.920;30;2-ene-21;12-ene.-21;3-dic-20;OTROS ;PAGADA ENERO;;
MEDELLIN;JGG;6223;1-dic.-20;CIA COLOMBIANA DE CERAMICA S.A.S.;2.125.664;2.529.540;60;1-feb-21;26-ene.-21;3-dic-20;SANDPIPER;PAGADA ENERO;;
MEDELLIN;JGG;6224;1-dic.-20;DURATEX S.A.;21.611.000;25.717.090;30;2-ene-21;8-ene.-21;3-dic-20;VIKING;PAGADA ENERO;;
BOGOTA;IVP;6225;1-dic.-20;CANPACK COLOMBIA S.A.S.;444.000;528.360;30;2-ene-21;29-dic.-20;3-dic-20;VIKING;PAGADA DICIEMBRE;;
BARRANQUILLA;HJS;6226;1-dic.-20;ITALCOL S.A.;15.678.382;18.657.275;30;2-ene-21;29-dic.-20;3-dic-20;VIKING;PAGADA DICIEMBRE;;
CARTAGENA ;HJS;6227;1-dic.-20;MEXICHEM RESINAS COLOMBIA S.A.S.;1.438.532;1.711.853;60;1-feb-21;12-feb.-21;3-dic-20;SANDPIPER;PAGADA FEBRERO;;
;;6228;;ANULADA;;;;;;;;;;
BARRANQUILLA;HJS;6229;1-dic.-20;ALIMENTOS CONCENTRADOS  DEL CARIBE S.A.;8.389.850;9.983.922;30;2-ene-21;18-mar.-21;3-dic-20;OTROS ;PAGADA MARZO;;
BARRANQUILLA;HJS;6230;1-dic.-20;ALIMENTOS CONCENTRADOS  DEL CARIBE S.A.;1.474.482;1.754.634;30;2-ene-21;18-mar.-21;3-dic-20;OTROS ;PAGADA MARZO;;
CARTAGENA;HJS;6231;1-dic.-20;KNAUF DE COLOMBIA S.A.S.;5.067.000;5.067.000;60;1-feb-21;29-ene.-21;3-dic-20;OTROS ;PAGADA ENERO;;
BARRANQUILLA ;HJS;6232;1-dic.-20;COOPERATIVA DE SERVICIOS PUBLICOS REGIONALES MOÑITOS ;11.442.000;13.615.980;0;3-dic-20;19-nov.-20;3-dic-20;HIDROMAC;PAGADA DICIEMBRE;;
;;6233;;ANULADA;;;;;;;;;;
CUCUTA;MAV;6234;1-dic.-20;CONSORCIO PACU ;1.287.833;1.532.521;0;3-dic-20;10-feb.-21;3-dic-20;VIKING;PAGADA FEBRERO;;
BOGOTA;MAV;6235;1-dic.-20;PHARMETIQUE S.A.;3.958.650;4.710.794;60;1-feb-21;4-feb.-21;3-dic-20;HIDROMAC;PAGADA FEBRERO;;
;;6236;;ANULADA;;;;;;;;;;
BOGOTA;RGC;6237;1-dic.-20;IMPORTSOLUCIONES S.A.S.;3.587.260;4.268.839;0;3-dic-20;1-dic.-20;3-dic-20;VIKING;PAGADA DICIEMBRE;;
;;6238;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;6239;2-dic.-20;INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.;695.000;827.050;30;3-ene-21;4-ene.-21;4-dic-20;HIDROMAC;PAGADA ENERO;;
CARTAGENA;HJS;6240;2-dic.-20;PROELÉCTRICA S.A.S. E.S.P.;3.743.616;4.454.903;30;3-ene-21;21-dic.-20;4-dic-20;DOSIFICACION;PAGADA DICIEMBRE;;
MEDELLIN;JGG;6241;7-dic.-20;COLORQUIMICA S.A.S.;4.112.400;4.893.756;30;8-ene-21;8-ene.-21;9-dic-20;SANDPIPER ;PAGADA ENERO;;
BOGOTA;MAV;6242;7-dic.-20;TRANSPORTADORA DE GAS INTERNACIONAL S.A. ESP;172.000;204.680;15;24-dic-20;9-dic.-20;9-dic-20;SANDPIPER ;PAGADA DICIEMBRE;;
MEDELLIN;JGG;6243;7-dic.-20;CIA COLOMBIANA DE CERAMICA S.A.S.;1.704.484;2.028.336;60;7-feb-21;3-feb.-21;9-dic-20;SANDPIPER ;PAGADA FEBRERO;;
MEDELLIN;JGG;6244;7-dic.-20;CIA COLOMBIANA DE CERAMICA S.A.S.;1.189.437;1.415.430;60;7-feb-21;3-feb.-21;9-dic-20;SANDPIPER ;PAGADA FEBRERO;;
MEDELLIN;JGG;6245;7-dic.-20;CIA COLOMBIANA DE CERAMICA S.A.S.;4.479.698;5.330.841;60;7-feb-21;3-feb.-21;9-dic-20;SANDPIPER ;PAGADA FEBRERO;;
MEDELLIN;JGG;6246;7-dic.-20;CIA COLOMBIANA DE CERAMICA S.A.S.;2.009.190;2.390.936;60;7-feb-21;3-feb.-21;9-dic-20;SANDPIPER ;PAGADA FEBRERO;;
MEDELLIN;JGG;6247;7-dic.-20;CIA COLOMBIANA DE CERAMICA S.A.S.;312.090;371.387;60;7-feb-21;3-feb.-21;9-dic-20;SANDPIPER ;PAGADA FEBRERO;;
BOGOTA;RGC;6248;7-dic.-20;CIA COLOMBIANA DE CERAMICA S.A.S.;3.185.984;3.791.321;60;7-feb-21;3-feb.-21;9-dic-20;SANDPIPER ;PAGADA FEBRERO;;
BOGOTA;RGC;6249;7-dic.-20;CIA COLOMBIANA DE CERAMICA S.A.S.;1.494.648;1.778.631;60;7-feb-21;3-feb.-21;9-dic-20;SANDPIPER ;PAGADA FEBRERO;;
BARRANQUILLA;HJS;6250;7-dic.-20;TALECTRO INGENIERIA S.A.S.;2.531.268;3.012.209;30;8-ene-21;8-ene.-21;9-dic-20;VIKING;PAGADA ENERO;;
BOGOTA;RGC ;6251;7-dic.-20;SYGLA COLOMBIA LTDA.;823.600;980.084;0;9-dic-20;25-ene.-21;9-dic-20;SANDPIPER ;PAGADA ENERO;;
BOGOTA;MAV;6252;9-dic.-20;TRANSPORTADORA DE GAS INTERNACIONAL S.A. ESP;2.016.000;2.399.040;15;26-dic-20;18-dic.-20;11-dic-20;SANDPIPER ;PAGADA DICIEMBRE;;
;;6253;;ANULADA;;;;;;;;;;
;;6254;;ANULADA;;;;;;;;;;
CALI ;NVJ;6255;10-dic.-20;FERRONEUMATICA LTDA.;2.229.120;2.652.653;30;11-ene-21;12-feb.-21;12-dic-20;SANDPIPER ;PAGADA FEBRERO;;
SANTA MARTA;HJS;6256;10-dic.-20;C.I. TECNICAS BALTIME DE COLOMBIA S.A.;26.280.540;31.273.843;30;11-ene-21;29-ene.-21;12-dic-20;SANDPIPER ;PAGADA ENERO;;
MEDELLIN;JGG;6257;10-dic.-20;CIA COLOMBIANA DE CERAMICA S.A.S.;1.476.318;1.756.818;60;10-feb-21;3-feb.-21;12-dic-20;SANDPIPER ;PAGADA FEBRERO;;
MEDELLIN;JGG;6258;10-dic.-20;CIA COLOMBIANA DE CERAMICA S.A.S.;4.747.550;5.649.585;60;10-feb-21;3-feb.-21;12-dic-20;SANDPIPER ;PAGADA FEBRERO;;
BARRANQUILLA;HJS;6259;10-dic.-20;CONTELEMEC S.A.S.;5.300.000;6.307.000;30;11-ene-21;11-feb.-21;12-dic-20;OTROS;PAGADA FEBRERO;;
BOGOTA;RGC;6260;11-dic.-20;CONTEGRAL S.A.S. ;3.286.848;3.911.349;30;12-ene-21;12-ene.-21;13-dic-20;VIKING;PAGADA ENERO;;
CARTAGENA;HJS;6261;11-dic.-20;MEXICHEM RESINAS COLOMBIA S.A.S.;29.700.697;35.343.829;60;11-feb-21;14-ene.-21;13-dic-20;SANDPIPER ;PAGADA ENERO;;
;;6262;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;6263;14-dic.-20;ITALCOL DE OCCIDENTE S.A.;920.000;1.094.800;30;15-ene-21;23-ene.-21;16-dic-20;DOSIFICACION;PAGADA ENERO;;
MEDELLIN;JGG;6264;14-dic.-20;EUROCERAMICA S.A.S.;3.294.600;3.920.574;30;15-ene-21;29-ene.-21;16-dic-20;SANDPIPER;PAGADA ENERO;;
MEDELLIN;JGG;6265;14-dic.-20;SOLLA S.A.;16.085.700;19.141.983;30;15-ene-21;13-ene.-21;16-dic-20;VIKING;PAGADA ENERO;;
BOGOTA;RGC;6266;14-dic.-20;SUMINISTROS DE COLOMBIA S.A.S.;168.354;200.341;60;14-feb-21;10-feb.-21;16-dic-20;SANDPIPER;PAGADA FEBRERO;;
MEDELLIN;JGG;6267;14-dic.-20;AGROZ S.A.;2.031.000;2.416.890;30;15-ene-21;16-feb.-21;16-dic-20;SANDPIPER;PAGADA FEBRERO;;
BOGOTA;RGC;6268;14-dic.-20;ALIMENTOS FINCA S.A.S.;2.350.000;2.796.500;30;15-ene-21;12-ene.-21;16-dic-20;VIKING;PAGADA ENERO;;
MEDELLIN;JGG;6269;14-dic.-20;PEGAUCHO S.A.S.;3.245.100;3.861.669;30;15-ene-21;18-ene.-21;16-dic-20;SANDPIPER;PAGADA ENERO;;
BOGOTÁ;RGC;6270;14-dic.-20;ITALCOL S.A.;540.000;642.600;30;15-ene-21;30-ene.-21;16-dic-20;OTROS;PAGADA FEBRERO;;
BOGOTA;RGC;6271;14-dic.-20;CASA LUKER S.A.;3.413.200;4.061.708;30;15-ene-21;15-ene.-21;16-dic-20;VIKING ;PAGADA ENERO;;
BARRANQUILLA;HJS;6272;14-dic.-20;ITALCOL S.A.;1.781.000;2.119.390;30;15-ene-21;29-dic.-20;16-dic-20;OTROS;PAGADA DICIEMBRE;;
BOGOTA;LRL;6273;15-dic.-20;ASESORIAS DE VALVULAS Y ACTUARES S.A.S.;470.000;559.300;30;16-ene-21;19-ene.-21;17-dic-20;OTROS;PAGADA ENERO;;
MEDELLIN;JGG;6274;15-dic.-20;CIA COLOMBIANA DE CERAMICA S.A.S.;2.531.008;3.011.900;60;15-feb-21;10-feb.-21;17-dic-20;SANDPIPER;PAGADA FEBRERO;;
BOGOTA ;MAV;6275;15-dic.-20;INDUSTRIA MILITAR INDUMIL ;7.643.592;9.095.874;30;16-ene-21;16-dic.-20;17-dic-20;VIKING ;PAGADA DICIEMBRE;;
;;6276;;ANULADA;;;;;;;;;;
;;6277;;ANULADA;;;;;;;;;;
BOGOTA;JFA ;6278;15-dic.-20;CONTEGRAL S.A.S. ;4.660.000;5.545.400;30;16-ene-21;12-ene.-21;17-dic-20;PFC USA;PAGADA ENERO;;
BOGOTA ;JFA ;6279;15-dic.-20;AGROPECUARIA ALIAR S.A.;8.999.000;10.708.810;0;17-dic-20;7-dic.-20;17-dic-20;VIKING ;PAGADA DICIEMBRE;;
;;6280;;ANULADA;;;;;;;;;;
CALI ;NVJ;6281;15-dic.-20;POLLOS EL BUCANERO S.A.;4.781.000;5.689.390;30;16-ene-21;13-ene.-21;17-dic-20;VIKING ;PAGADA ENERO;;
MANIZALES;JGG;6282;15-dic.-20;TECNOLOGIA EN CUBRIMIENTO S.A. ;22.000.000;26.180.000;30;16-ene-21;20-ene.-21;17-dic-20;HIDROMAC ;PAGADA ENERO;;
MANIZALES;JGG;6283;15-dic.-20;DURATEX S.A.;510.000;606.900;30;16-ene-21;15-ene.-21;17-dic-20;VIKING ;PAGADA ENERO;;
MEDELLIN;JGG;6284;16-dic.-20;ITALCOL DE OCCIDENTE S.A.;920.000;1.094.800;30;17-ene-21;23-ene.-21;18-dic-20;DOSIFICACION;PAGADA ENERO;;
MEDELLIN;JGG;6285;16-dic.-20;COLORQUIMICA S.A.S.;899.000;1.069.810;30;17-ene-21;22-ene.-21;18-dic-20;SANDPIPER;PAGADA ENERO;;
BARRANQUILLA;HJS ;6286;16-dic.-20;KNAUF DE COLOMBIA S.A.S.;612.000;728.280;60;16-feb-21;9-mar.-21;18-dic-20;SANDPIPER;PAGADA MARZO;;
MEDELLIN;JGG;6287;16-dic.-20;VIMATEC SOLUCIONES INDUSTRIALES HUGO ALIRIO ROJAS MARTINEZ;340.000;404.600;0;18-dic-20;16-dic.-20;18-dic-20;SANDPIPER;PAGADA DICIEMBRE;;
BOGOTA;RGC ;6288;16-dic.-20;COLFLUIDOS DE COLOMBIA S.A.S.;1.008.000;1.199.520;0;18-dic-20;7-dic.-20;18-dic-20;SANDPIPER;PAGADA DICIEMBRE;;
BARRANQUILLA ;HJS ;6289;17-dic.-20;ITALCOL S.A.;7.390.000;8.794.100;30;18-ene-21;29-dic.-20;19-dic-20;VIKING ;PAGADA DICIEMBRE;;
BARRANQUILLA ;HJS;6290;17-dic.-20;ITALCOL S.A.;6.729.800;8.008.462;30;18-ene-21;29-dic.-20;19-dic-20;OTROS ;PAGADA DICIEMBRE;;
;;6291;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;6292;17-dic.-20;CIA COLOMBIANA DE CERAMICA S.A.S.;17.779.500;21.157.605;60;17-feb-21;10-feb.-21;19-dic-20;SANDPIPER;PAGADA FEBRERO;;
;;6293;;ANULADA;;;;;;;;;;
BOGOTA ;JFA ;6294;17-dic.-20;ITALCOL S.A.;3.893.000;4.632.670;30;18-ene-21;30-ene.-21;19-dic-20;SANDPIPER;PAGADA FEBRERO;;
;;6295;;ANULADA;;;;;;;;;;
BOGOTA ;JFA ;6296;17-dic.-20;INDUSTRIAS SPRING S A S;1.057.000;1.257.830;30;18-ene-21;27-ene.-21;19-dic-20;OTROS ;PAGADA ENERO;;
BOGOTA;MAV ;6297;17-dic.-20;PRODUCCIONES QUIMICAS S.A.;978.200;1.164.058;30;18-ene-21;3-feb.-21;19-dic-20;SANDPIPER;PAGADA FEBRERO;;
;;6298;;ANULADA;;;;;;;;;;
BOGOTA;RGC ;6299;21-dic.-20;HOCOL S.A.;9.788.800;11.648.672;30;22-ene-21;15-ene.-21;23-dic-20;HIDROMAC;PAGADA ENERO;;
BOGOTA;MAV;6300;21-dic.-20;PRESH TECH S.A.S.;436.000;518.840;30;22-ene-21;26-ene.-21;23-dic-20;SANDPIPER;PAGADA ENERO;;
MEDELLIN;JGG;6301;21-dic.-20;ITALCOL DE OCCIDENTE S.A.;2.578.000;3.067.820;30;22-ene-21;29-ene.-21;23-dic-20;OTROS;PAGADA ENERO;;
BOGOTA;JFA ;6302;22-dic.-20;CONSORCIO DS;4.110.000;4.890.900;60;22-feb-21;7-abr.-21;24-dic-20;VIKING;PAGADA ABRIL;;
BOGOTA;JFA ;6303;22-dic.-20;INDUSTRIAS SPRING S A S;4.342.000;5.166.980;30;23-ene-21;5-feb.-21;24-dic-20;VIKING;PAGADA FEBRERO;;
BOGOTA;JFA ;6304;22-dic.-20;INDUSTRIAS SPRING S A S;3.672.000;4.369.680;30;23-ene-21;5-feb.-21;24-dic-20;VIKING;PAGADA FEBRERO;;
BOGOTA;RGC;6305;22-dic.-20;PRIMAX DE COLOMBIA S.A.;20.252.000;24.099.880;30;23-ene-21;29-ene.-21;24-dic-20;VIKING;PAGADA ENERO;;
CALI ;NVJ;6306;23-dic.-20;JORGE E. JARAMILLO V. Y. CIA S.A.S.;4.736.880;5.636.887;30;24-ene-21;21-ene.-21;25-dic-20;SANDPIPER;PAGADA ENERO;;
CALI ;NVJ;6307;27-dic.-20;"CAJA DE COMPENSACION FAMILIAR DEL CAUCA ""COMFACAUCA""";8.500.000;10.115.000;0;29-dic-20;3-feb.-21;29-dic-20;DIVISION AGUAS;PAGADA FEBRERO;;
MEDELLIN;JGG;6308;29-dic.-20;CARTON COLOMBIA S.A.;210.400;250.376;60;1-mar-21;3-mar.-21;31-dic-20;SANDPIPER;PAGADA MARZO;;
MEDELLIN;JGG;6309;4-ene.-21;CIA COLOMBIANA DE CERAMICA S.A.S.;1.592.770;1.895.396;60;7-mar-21;3-mar.-21;6-ene-21;SANDPIPER;PAGADA MARZO;;
MEDELLIN;JGG;6310;4-ene.-21;CIA COLOMBIANA DE CERAMICA S.A.S.;745.236;886.831;60;7-mar-21;3-mar.-21;6-ene-21;SANDPIPER;PAGADA MARZO;;
MEDELLIN;JGG;6311;4-ene.-21;CIA COLOMBIANA DE CERAMICA S.A.S.;1.254.645;1.493.028;60;7-mar-21;3-mar.-21;6-ene-21;SANDPIPER;PAGADA MARZO;;
MEDELLIN;JGG;6312;4-ene.-21;COLORQUIMICA S.A.S.;6.273.030;7.464.906;30;5-feb-21;12-feb.-21;6-ene-21;SANDPIPER;PAGADA FEBRERO;;
BUCARAMANGA;MAV;6313;6-ene.-21;METALTECO S.A.S. ;5.261.840;6.261.590;0;8-ene-21;18-dic.-20;8-ene-21;VIKING;PAGADA ENERO;;
MEDELLIN;JGG;6314;6-ene.-21;SARY SOCIEDAD POR ACCIONES SIMPLIFICADA ;835.000;993.650;30;7-feb-21;5-feb.-21;8-ene-21;OTROS;PAGADA FEBRERO;;
MEDELLIN ;JGG;6315;6-ene.-21;VIMATEC SOLUCIONES INDUSTRIALES HUGO ALIRIO ROJAS MARTINEZ;680.000;809.200;0;8-ene-21;6-ene.-21;8-ene-21;SANDPIPER;PAGADA ENERO;;
BOGOTA;JFA ;6316;12-ene.-21;ITALCOL S.A.;600.000;714.000;30;13-feb-21;21-abr.-21;14-ene-21;OTROS;PAGADA ABRIL;;
BUCARAMANGA;MAV;6317;12-ene.-21;ITALCOL S.A.;4.303.176;5.120.779;30;13-feb-21;1-feb.-21;14-ene-21;VIKING;PAGADA FEBRERO;;
BARRANQUILLA;HJS;6318;12-ene.-21;CARBONES COLOMBIANOS DEL CERREJON S.A.S. ;22.136.400;26.342.316;30;13-feb-21;10-dic.-20;14-ene-21;HIDROMAC;PAGADA ENERO;;
MEDELLIN;JGG;6319;12-ene.-21;ITALCOL S.A.;6.600.000;7.854.000;30;13-feb-21;22-feb.-21;14-ene-21;HIDROMAC;PAGADA FEBRERO;;
BOGOTA;RGC;6320;12-ene.-21;COMPAÑÍA LECHERA DE EL MORTIÑO S.A.S.;1.175.200;1.398.488;30;13-feb-21;13-abr.-21;14-ene-21;OTROS;PAGADA ABRIL;;
BARRANQUILLA;HJS;6321;12-ene.-21;ITALCOL S.A.;2.578.000;3.067.820;30;13-feb-21;1-feb.-21;14-ene-21;OTROS ;PAGADA FEBRERO;;
BOGOTA;RGC;6322;12-ene.-21;CIA COLOMBIANA DE CERAMICAS S.A.S.;1.408.488;1.676.101;60;15-mar-21;10-mar.-21;14-ene-21;SANDPIPER;PAGADA MARZO;;
MEDELLIN;JGG;6323;12-ene.-21;EUROCERAMICA S.A.S.;5.090.400;6.057.576;30;13-feb-21;26-feb.-21;14-ene-21;SANDPIPER;PAGADA FEBRERO;;
CARTAGENA;HJS;6324;12-ene.-21;MEXICHEM RESINAS DE COLOMBIA S.A.S.;4.859.615;5.782.942;60;15-mar-21;11-mar.-21;14-ene-21;SANDPIPER;PAGADA MARZO;;
MANIZALES;JGG;6325;12-ene.-21;PRODUCTORA DE GELATINA S.A.S.;3.606.382;4.291.595;30;13-feb-21;15-feb.-21;14-ene-21;OTROS;PAGADA FEBRERO;;
MANIZALES;JGG;6326;12-ene.-21;PRODUCTORA DE GELATINA S.A.S.;13.456.600;16.013.354;30;13-feb-21;15-feb.-21;14-ene-21;OTROS;PAGADA FEBRERO;;
BARRANQUILLA;HJS;6327;13-ene.-21;AJOVER DARNEL S.A.S.;1.520.000;1.808.800;30;14-feb-21;18-feb.-21;15-ene-21;OTROS;PAGADA FEBRERO;;
MEDELLIN;JGG;6328;13-ene.-21;AMTEX S.A.;964.800;1.148.112;60;16-mar-21;19-mar.-21;15-ene-21;SANDPIPER;PAGADA MARZO;;
MEDELLIN;JGG;6329;14-ene.-21;INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.;3.003.000;3.573.570;30;15-feb-21;15-feb.-21;16-ene-21;SANDPIPER;PAGADA FEBRERO;;
BOGOTA;IVP;6330;14-ene.-21;TECNOVALVULAS S.A.S.;2.193.000;2.609.670;0;16-ene-21;13-ene.-21;16-ene-21;OTROS;PAGADA ENERO;;
;;6331;;ANULADA;;;;;;;;;;
CALI;NVJ;6332;15-ene.-21;FERRONEUMATICA LTDA.;2.229.120;2.652.653;30;16-feb-21;19-mar.-21;17-ene-21;SANDPIPER;PAGADA MARZO;;
BOGOTA;MAV;6333;15-ene.-21;CORPORACION CLUB LA ESTANCIA;987.000;1.174.530;0;17-ene-21;15-ene.-21;17-ene-21;HIDROMAC ;PAGADA ENERO;;
BOGOTA ;MAV ;6334;15-ene.-21;PRODUCCIONES QUIMICAS S.A.;2.202.000;2.620.380;30;16-feb-21;9-feb.-21;17-ene-21;SANDPIPER;PAGADA FEBRERO;;
BOGOTA ;JFA ;6335;15-ene.-21;MEALS MERCADEO DE ALIMENTOS DE COLOMBIA S.A.S.;1.121.350;1.334.407;30;16-feb-21;15-feb.-21;17-ene-21;OTROS;PAGADA FEBRERO;;
MEDELLIN;JGG;6336;15-ene.-21;INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.;2.500.000;2.975.000;30;16-feb-21;15-feb.-21;17-ene-21;OTROS ;PAGADA FEBRERO;;
MANIZALES;JGG ;6337;15-ene.-21;TECNOLOGIA EN CUBRIMIENTO S.A. ;3.828.000;4.555.320;30;16-feb-21;12-feb.-21;17-ene-21;OTROS;PAGADA FEBRERO;;
BOGOTA ;RGC ;6338;18-ene.-21;LACTEOS LA ARBOLEDA S.A.S. ;4.413.760;5.252.374;30;19-feb-21;13-feb.-21;20-ene-21;SANDPIPER;PAGADA FEBRERO;;
CALI;NVJ;6339;18-ene.-21;OPERADORA AVICOLA COLOMBIANA S.A.S.;11.000.000;13.090.000;30;19-feb-21;22-feb.-21;20-ene-21;VIKING;PAGADA FEBRERO;;
CALI;NVJ;6340;18-ene.-21;ALIMENTOS FINCA S.A.S.;6.686.000;7.956.340;30;19-feb-21;17-feb.-21;20-ene-21;OTROS;PAGADA FEBRERO;;
;;6341;;ANULADA;;;;;;;;;;
;;6342;;ANULADA;;;;;;;;;;
;;6343;;ANULADA;;;;;;;;;;
BOGOTA ;RGC ;6344;18-ene.-21;ITALCOL S.A.;1.974.000;2.349.060;30;19-feb-21;27-feb.-21;20-ene-21;OTROS ;PAGADA FEBRERO;;
BARRANQUILLA;HJS;6345;18-ene.-21;ALIMENTOS CONCENTRADOS DEL CARIBE S.A.;4.184.878;4.980.005;30;19-feb-21;29-mar.-21;20-ene-21;OTROS;PAGADA MARZO;;
MEDELLIN;JGG;6346;18-ene.-21;ITALCOL DE OCCIDENTE S.A.;2.578.000;3.067.820;30;19-feb-21;19-feb.-21;20-ene-21;OTROS;PAGADA FEBRERO;;
MEDELLIN;JGG;6347;18-ene.-21;CIA COLOMBIANA DE CERAMICAS S.A.S.;1.977.134;2.352.789;60;21-mar-21;17-mar.-21;20-ene-21;SANDPIPER;PAGADA MARZO;;
MEDELLIN;JGG;6348;18-ene.-21;CIA COLOMBIANA DE CERAMICAS S.A.S.;1.235.029;1.469.685;60;21-mar-21;17-mar.-21;20-ene-21;SANDPIPER;PAGADA MARZO;;
BOGOTA;JFA ;6349;18-ene.-21;AGROPECUARIA ALIAR S.A.;10.320.000;12.280.800;0;20-ene-21;12-ene.-21;20-ene-21;VIKING;PAGADA ENERO;;
BOGOTA;RGC;6350;18-ene.-21;COLFLUIDOS DE COLOMBIA S.A.S.;360.000;428.400;0;20-ene-21;18-ene.-21;20-ene-21;SANDPIPER;PAGADA ENERO;;
BOGOTA;MAV;6351;19-ene.-21;PROQUINAL S.A.S.;452.000;537.880;60;22-mar-21;25-mar.-21;21-ene-21;SANDPIPER;PAGADA MARZO;;
;;6352;;ANULADA;;;;;;;;;;
BARRANQUILLA;HJS;6353;19-ene.-21;ITALCOL S.A.;12.272.472;14.604.242;30;20-feb-21;22-feb.-21;21-ene-21;VIKING;PAGADA FEBRERO;;
MEDELLIN;JGG;6354;19-ene.-21;ALMACEN VULCANO S.A.S.;3.032.000;3.608.080;0;21-ene-21;19-ene.-21;21-ene-21;VIKING;PAGADA ENERO;;
;;6355;;ANULADA;;;;;;;;;;
BARRANQUILLA;HJS;6356;22-ene.-21;PASTAS COMARRICO S.A.S.;2.200.000;2.618.000;30;23-feb-21;23-feb.-21;24-ene-21;OTROS;PAGADA FEBRERO;;
MEDELLIN;JGG;6357;22-ene.-21;COLORQUIMICA S.A.S.;546.000;649.740;30;23-feb-21;26-feb.-21;24-ene-21;SANDPIPER;PAGADA FEBRERO;;
MEDELLIN;JGG;6358;22-ene.-21;CIOSA DE COLMBIA S.A.S. ;1.931.000;2.297.890;0;24-ene-21;22-ene.-21;24-ene-21;OTROS;PAGADA ENERO;;
BARRANQUILLA ;HJS;6359;25-ene.-21;COOPERATIVA DE PRODUCTORES DE LECHE DE LA COSTA ATLANTICA LTDA.;7.527.600;8.957.844;90;27-abr-21;16-feb.-21;27-ene-21;SANDPIPER;PAGADA FEBRERO;;
BOGOTA;IVP;6360;25-ene.-21;QUIMEXCOL ZONA FRANCA ;4.218.504;5.020.020;30;26-feb-21;17-nov.-20;27-ene-21;VIKING;PAGADA FEBRERO;;
